Date,Open,High,Low,Close,Adj Close,Volume
2001-11-12,50.000000,50.000000,50.000000,50.000000,39.107327,0
2001-11-13,50.930000,50.930000,50.930000,50.930000,39.834728,0
2001-11-14,50.970001,50.970001,50.970001,50.970001,39.866009,0
2001-11-15,50.599998,50.599998,50.599998,50.599998,39.576622,0
2001-11-16,50.660000,50.660000,50.660000,50.660000,39.623550,0
2001-11-19,51.330002,51.330002,51.330002,51.330002,40.147594,0
2001-11-20,50.950001,50.950001,50.950001,50.950001,39.850376,0
2001-11-21,50.750000,50.750000,50.750000,50.750000,39.693928,0
2001-11-23,51.310001,51.310001,51.310001,51.310001,40.131943,0
2001-11-26,51.900002,51.900002,51.900002,51.900002,40.593410,0
2001-11-27,51.880001,51.880001,51.880001,51.880001,40.577763,0
2001-11-28,51.070000,51.070000,51.070000,51.070000,39.944233,0
2001-11-29,51.840000,51.840000,51.840000,51.840000,40.546482,0
2001-11-30,51.380001,51.380001,51.380001,51.380001,40.186707,0
2001-12-03,51.110001,51.110001,51.110001,51.110001,39.975513,0
2001-12-04,52.090000,52.090000,52.090000,52.090000,40.742008,0
2001-12-05,53.509998,53.509998,53.509998,53.509998,41.852665,0
2001-12-06,53.709999,53.709999,53.709999,53.709999,42.009102,0
2001-12-07,53.470001,53.470001,53.470001,53.470001,41.821373,0
2001-12-10,52.700001,52.700001,52.700001,52.700001,41.219128,0
2001-12-11,52.770000,52.770000,52.770000,52.770000,41.273872,0
2001-12-12,52.619999,52.619999,52.619999,52.619999,41.156567,0
2001-12-13,51.820000,51.820000,51.820000,51.820000,40.530842,0
2001-12-14,52.240002,52.240002,52.240002,52.240002,40.859344,0
2001-12-17,52.779999,52.779999,52.779999,52.779999,41.281693,0
2001-12-18,53.430000,53.430000,53.430000,53.430000,41.790096,0
2001-12-19,53.330002,53.330002,53.330002,53.330002,41.711884,0
2001-12-20,52.700001,52.700001,52.700001,52.700001,41.219128,0
2001-12-21,53.310001,53.310001,53.310001,53.310001,41.696228,0
2001-12-24,53.509998,53.509998,53.509998,53.509998,41.852665,0
2001-12-26,53.970001,53.970001,53.970001,53.970001,42.212463,0
2001-12-27,54.220001,54.220001,54.220001,54.220001,42.407990,0
2001-12-28,54.200001,54.200001,54.200001,54.200001,42.392353,0
2001-12-31,53.560001,53.560001,53.560001,53.560001,41.891781,0
2002-01-02,53.369999,53.369999,53.369999,53.369999,41.743164,0
2002-01-03,53.910000,53.910000,53.910000,53.910000,42.165531,0
2002-01-04,54.590000,54.590000,54.590000,54.590000,42.697384,0
2002-01-07,54.080002,54.080002,54.080002,54.080002,42.298485,0
2002-01-08,54.060001,54.060001,54.060001,54.060001,42.282845,0
2002-01-09,54.060001,54.060001,54.060001,54.060001,42.282845,0
2002-01-10,54.130001,54.130001,54.130001,54.130001,42.337616,0
2002-01-11,53.570000,53.570000,53.570000,53.570000,41.899601,0
2002-01-14,52.779999,52.779999,52.779999,52.779999,41.281693,0
2002-01-15,53.119999,53.119999,53.119999,53.119999,41.547626,0
2002-01-16,52.270000,52.270000,52.270000,52.270000,40.882801,0
2002-01-17,52.959999,52.959999,52.959999,52.959999,41.422489,0
2002-01-18,52.419998,52.419998,52.419998,52.419998,41.000122,0
2002-01-22,52.020000,52.020000,52.020000,52.020000,40.687271,0
2002-01-23,52.869999,52.869999,52.869999,52.869999,41.352097,0
2002-01-24,53.279999,53.279999,53.279999,53.279999,41.672771,0
2002-01-25,53.500000,53.500000,53.500000,53.500000,41.844845,0
2002-01-28,53.520000,53.520000,53.520000,53.520000,41.860489,0
2002-01-29,52.490002,52.490002,52.490002,52.490002,41.054886,0
2002-01-30,53.119999,53.119999,53.119999,53.119999,41.547626,0
2002-01-31,53.290001,53.290001,53.290001,53.290001,41.680599,0
2002-02-01,53.189999,53.189999,53.189999,53.189999,41.602390,0
2002-02-04,52.040001,52.040001,52.040001,52.040001,40.702915,0
2002-02-05,51.980000,51.980000,51.980000,51.980000,40.655979,0
2002-02-06,51.590000,51.590000,51.590000,51.590000,40.350952,0
